509, 5783, 1, 134, 1588

521, 5903, 1, 138, 1630

557, 6329, 1, 152, 1756

569, 6427, 1, 156, 1798

571, 6449, 1, 157, 1804

593, 6701, 1, 166, 1882

607, 6857, 1, 172, 1932

617, 6971, 1, 175, 1968

631, 7187, 1, 180, 2018

641, 7243, 1, 184, 2052

653, 7393, 1, 189, 2096

677, 7649, 1, 199, 2182

691, 7841, 1, 204, 2232

701, 7933, 1, 208, 2268

739, 8369, 1, 223, 2406

751, 8501, 1, 228, 2448

773, 8761, 1, 237, 2528

797, 9029, 1, 247, 2616

809, 9157, 1, 251, 2660

811, 9203, 1, 252, 2668

821, 9281, 1, 256, 2702

823, 9371, 1, 257, 2712

857, 9689, 1, 271, 2834

859, 9787, 1, 272, 2844

881, 10007, 1, 281, 2924

907, 10259, 1, 292, 3020

929, 10501, 1, 301, 3100

941, 10639, 1, 306, 3144

953, 10781, 1, 311, 3190

977, 11047, 1, 321, 3278

1013, 11489, 1, 336, 3414

