509, 3203, 1/2, 99, 1480

521, 3299, 1/2, 102, 1520

557, 3529, 1/2, 110, 1640

569, 3547, 1/2, 113, 1676

571, 3623, 1/2, 113, 1686

593, 3709, 1/2, 118, 1756

607, 3803, 1/2, 121, 1802

617, 3851, 1/2, 124, 1836

631, 3967, 1/2, 126, 1884

641, 4007, 1/2, 129, 1916

653, 4073, 1/2, 131, 1956

677, 4241, 1/2, 137, 2038

691, 4357, 1/2, 140, 2086

701, 4481, 1/2, 142, 2124

739, 4663, 1/2, 150, 2250

751, 4733, 1/2, 153, 2290

773, 4861, 1/2, 158, 2364

797, 4973, 1/2, 164, 2444

809, 5051, 1/2, 167, 2486

811, 5059, 1/2, 167, 2492

821, 5153, 1/2, 169, 2528

823, 5167, 1/2, 169, 2536

857, 5347, 1/2, 177, 2652

859, 5387, 1/2, 178, 2660

881, 5507, 1/2, 183, 2734

907, 5683, 1/2, 188, 2826

929, 5807, 1/2, 194, 2902

941, 5903, 1/2, 196, 2944

953, 5981, 1/2, 199, 2986

977, 6101, 1/2, 205, 3070

1013, 6323, 1/2, 213, 3196

