509, 4327, 107, 768
523, 4451, 111, 791
541, 4591, 116, 822
547, 4657, 118, 832
557, 4751, 121, 849
563, 4783, 122, 859
587, 4973, 130, 900
613, 5197, 138, 945
619, 5279, 139, 956
653, 5557, 149, 1014
659, 5591, 151, 1024
661, 5623, 151, 1028
677, 5737, 156, 1056
701, 6043, 163, 1100
709, 6037, 166, 1112
757, 6421, 181, 1196
773, 6551, 185, 1224
787, 6701, 189, 1249
797, 6779, 192, 1267
821, 6959, 200, 1309
827, 7019, 201, 1320
829, 7027, 202, 1323
853, 7237, 210, 1366
859, 7283, 211, 1377
877, 7481, 217, 1410
883, 7487, 219, 1419
907, 7691, 226, 1462
941, 8009, 237, 1524
947, 8087, 239, 1536
1019, 8641, 261, 1665
