509, 28753, 86, 941
523, 29581, 88, 970
541, 30553, 92, 1006
547, 30971, 93, 1019
557, 31511, 95, 1039
563, 31847, 97, 1051
587, 33179, 102, 1101
613, 34667, 107, 1154
619, 34963, 108, 1166
653, 36887, 115, 1237
659, 37223, 116, 1249
661, 37339, 116, 1254
677, 38261, 120, 1287
701, 39607, 125, 1337
709, 40063, 126, 1354
757, 42797, 136, 1454
773, 43721, 140, 1488
787, 44519, 143, 1518
797, 45061, 145, 1539
821, 46399, 150, 1589
827, 46727, 151, 1602
829, 46901, 151, 1607
853, 48247, 156, 1657
859, 48593, 157, 1670
877, 49597, 161, 1708
883, 49937, 162, 1721
907, 51257, 167, 1772
941, 53189, 174, 1845
947, 53551, 176, 1858
1019, 57587, 191, 2013
