509, 4327, 95, 768
523, 4451, 98, 791
541, 4591, 102, 822
547, 4657, 103, 832
557, 4751, 106, 849
563, 4783, 107, 859
587, 4973, 112, 900
613, 5197, 118, 945
619, 5279, 119, 956
653, 5557, 126, 1014
659, 5591, 128, 1024
661, 5623, 128, 1028
677, 5737, 132, 1056
701, 6043, 137, 1100
709, 6037, 139, 1112
757, 6421, 149, 1196
773, 6551, 153, 1224
787, 6701, 156, 1249
797, 6779, 158, 1267
821, 6959, 163, 1309
827, 7019, 164, 1320
829, 7027, 165, 1323
853, 7237, 170, 1366
859, 7283, 171, 1377
877, 7481, 175, 1410
883, 7487, 177, 1419
907, 7691, 182, 1462
941, 8009, 190, 1524
947, 8087, 191, 1536
1019, 8641, 207, 1665
