509, 2179, 3/8, 100, 705
509, 2879, 1/2, 101, 730
509, 3449, 3/5, 101, 747
509, 3851, 2/3, 101, 757
509, 5783, 1, 95, 794
509, 8192, 1, 90, 826

521, 2221, 3/8, 103, 723
521, 2953, 1/2, 103, 750
521, 3539, 3/5, 104, 767
521, 3929, 2/3, 104, 777
521, 5903, 1, 98, 815

557, 2389, 3/8, 111, 780
557, 3181, 1/2, 112, 809
557, 3779, 3/5, 112, 826
557, 4211, 2/3, 112, 837
557, 6329, 1, 106, 878
557, 8192, 1, 101, 904

569, 2411, 3/8, 114, 798
569, 3221, 1/2, 114, 828
569, 3863, 3/5, 114, 847
569, 4297, 2/3, 114, 857
569, 6427, 1, 109, 899

571, 2467, 3/8, 114, 803
571, 3253, 1/2, 114, 832
571, 3917, 3/5, 115, 851
571, 4349, 2/3, 115, 862
571, 6449, 1, 109, 902

593, 2521, 3/8, 119, 837
593, 3359, 1/2, 120, 867
593, 4049, 3/5, 120, 887
593, 4481, 2/3, 120, 898
593, 6701, 1, 114, 941

607, 2591, 3/8, 122, 859
607, 3433, 1/2, 123, 890
607, 4129, 3/5, 123, 910
607, 4679, 2/3, 123, 924
607, 6857, 1, 117, 966

617, 2617, 3/8, 125, 875
617, 3491, 1/2, 125, 907
617, 4211, 3/5, 125, 928
617, 4673, 2/3, 125, 939
617, 6971, 1, 119, 984

631, 2791, 3/8, 127, 902
631, 3581, 1/2, 128, 930
631, 4327, 3/5, 128, 952
631, 4759, 2/3, 128, 963
631, 7187, 1, 122, 1009

641, 2729, 3/8, 130, 914
641, 3623, 1/2, 131, 946
641, 4391, 3/5, 131, 969
641, 4831, 2/3, 131, 980
641, 7243, 1, 124, 1026

653, 2767, 3/8, 133, 932
653, 3691, 1/2, 133, 966
653, 4451, 3/5, 133, 988
653, 4937, 2/3, 133, 1000
653, 7393, 1, 127, 1048
653, 8192, 1, 124, 1060

677, 2879, 3/8, 138, 972
677, 3877, 1/2, 138, 1008
