461, 8192, 1, 112, 1496

509, 8192, 1, 128, 1652

557, 8192, 1, 144, 1808

653, 8192, 1, 176, 2120

677, 8192, 1, 184, 2198

701, 8192, 1, 192, 2276

773, 16384, 1, 200, 2702

797, 16384, 1, 208, 2786

821, 16384, 1, 216, 2870

859, 16384, 1, 228, 3004

907, 16384, 1, 244, 3172

941, 16384, 1, 255, 3290

