503, 34123, 145, 945
523, 35447, 155, 987
547, 37097, 164, 1036
557, 37747, 169, 1057
563, 38167, 172, 1070
577, 39103, 178, 1099
587, 39779, 183, 1120
593, 40193, 185, 1132
607, 41141, 192, 1162
613, 41549, 195, 1174
617, 41849, 197, 1183
647, 43867, 210, 1246
653, 44263, 213, 1258
673, 45631, 222, 1301
677, 45953, 224, 1309
683, 46301, 227, 1322
727, 49297, 249, 1415
743, 50383, 256, 1449
757, 51341, 263, 1479
773, 52433, 270, 1513
787, 53381, 277, 1543
797, 54049, 282, 1565
857, 58111, 312, 1694
863, 58537, 315, 1707
877, 59617, 321, 1738
887, 60149, 326, 1759
907, 61507, 336, 1802
937, 63541, 351, 1867
947, 64231, 357, 1889
953, 64627, 359, 1902
967, 65587, 367, 1933
977, 66293, 372, 1955
983, 66683, 375, 1968
1013, 68737, 391, 2033
