467, 3911, 244, 87, 1302

479, 5689, 318, 88, 1399
479, 6089, 318, 88, 1411

491, 6287, 326, 90, 1453
491, 8627, 326, 86, 1509
491, 9277, 326, 85, 1521

499, 8243, 332, 89, 1525
499, 9029, 332, 88, 1541

503, 2879, 178, 95, 1346
503, 8663, 334, 89, 1546

509, 10939, 338, 88, 1607
509, 11087, 338, 88, 1610

521, 15271, 346, 86, 1708
521, 15359, 346, 86, 1709
521, 16001, 346, 86, 1717

523, 3331, 208, 99, 1428
523, 7151, 348, 96, 1572
523, 7159, 348, 96, 1572
523, 11003, 348, 91, 1653
523, 19853, 348, 84, 1764

541, 2297, 142, 102, 1404
541, 2437, 152, 102, 1415
541, 17789, 360, 89, 1803

557, 4759, 296, 107, 1592
557, 9323, 370, 101, 1727
557, 13339, 370, 96, 1799
557, 13963, 370, 95, 1808
557, 14827, 370, 95, 1820
557, 18719, 370, 92, 1867

563, 10627, 374, 100, 1772

569, 1579, 98, 107, 1399
569, 3929, 244, 109, 1587
569, 11489, 378, 101, 1807
569, 12781, 378, 99, 1829
569, 16193, 378, 96, 1877

571, 4201, 262, 110, 1606
571, 7177, 380, 107, 1717

577, 1861, 116, 110, 1454
577, 19081, 384, 96, 1938

587, 5233, 326, 113, 1698
587, 8263, 390, 109, 1794

593, 1381, 86, 112, 1430
593, 14423, 394, 103, 1932
593, 19697, 394, 99, 1998

599, 7001, 398, 115, 1795
599, 9551, 398, 110, 1862

601, 17257, 400, 103, 1997
601, 18701, 400, 102, 2015

607, 6317, 394, 118, 1796
607, 17747, 404, 104, 2022
607, 18749, 404, 103, 2035

613, 1459, 90, 116, 1490
613, 3319, 206, 118, 1672
613, 4363, 272, 119, 1733
613, 9157, 408, 114, 1896
613, 10529, 408, 112, 1927
613, 11867, 408, 110, 1954
613, 12109, 408, 110, 1958
613, 13799, 408, 108, 1987
613, 19469, 408, 104, 2063

617, 1511, 94, 118, 1508
617, 12829, 410, 110, 1984
617, 16007, 410, 107, 2033
617, 16073, 410, 107, 2034

619, 2297, 142, 119, 1606
619, 6907, 412, 120, 1852
619, 9397, 412, 115, 1921
619, 9679, 412, 115, 1927
619, 12203, 412, 111, 1979
619, 13933, 412, 109, 2009
619, 14173, 412, 109, 2013

631, 2081, 130, 121, 1615
631, 2693, 168, 122, 1673
631, 11287, 420, 115, 1999
631, 16481, 420, 110, 2085

641, 13691, 426, 115, 2075

643, 6247, 390, 126, 1901
643, 14737, 428, 114, 2099
643, 15797, 428, 113, 2116
643, 17189, 428, 112, 2135

647, 3559, 222, 126, 1781
647, 16573, 430, 114, 2140
647, 16883, 430, 113, 2144
647, 18461, 430, 112, 2165

653, 2311, 144, 126, 1696
653, 4621, 288, 127, 1859
653, 8419, 434, 125, 2000
653, 17477, 434, 114, 2172
653, 17627, 434, 114, 2174
653, 19163, 434, 113, 2194
653, 19507, 434, 112, 2198

659, 2137, 132, 127, 1693
659, 6781, 422, 129, 1967
659, 7481, 438, 128, 1991
659, 19571, 438, 114, 2219

661, 13327, 440, 120, 2135
661, 15907, 440, 117, 2177

673, 1493, 92, 129, 1642
673, 9413, 448, 128, 2089
673, 17123, 448, 119, 2234

677, 3251, 202, 132, 1842

683, 5623, 350, 134, 1993
683, 13313, 454, 125, 2205

691, 1499, 92, 133, 1687
691, 5471, 340, 136, 2009
691, 6449, 402, 136, 2051
691, 12281, 460, 128, 2211

701, 17921, 466, 124, 2339

709, 10337, 472, 135, 2224
709, 11923, 472, 133, 2261

719, 2087, 130, 140, 1841
719, 2351, 146, 140, 1872
719, 5153, 322, 142, 2075
719, 9133, 478, 139, 2224
719, 10531, 478, 137, 2260
719, 10739, 478, 137, 2266
719, 14831, 478, 131, 2349
719, 19079, 478, 128, 2414

727, 5827, 364, 144, 2130
727, 12241, 484, 136, 2325
727, 17317, 484, 131, 2416

739, 9829, 492, 143, 2305
739, 10859, 492, 141, 2332
739, 12713, 492, 138, 2374
739, 17183, 492, 134, 2454
739, 19429, 492, 132, 2486

743, 7541, 470, 147, 2247
743, 11251, 494, 142, 2353
743, 16451, 494, 135, 2455
743, 17959, 494, 134, 2479

751, 3067, 190, 147, 2027
751, 3823, 238, 148, 2087

757, 1193, 74, 146, 1786
757, 3727, 232, 150, 2096
757, 6869, 428, 150, 2264
757, 7879, 492, 151, 2300
757, 10979, 504, 145, 2392
757, 12973, 504, 143, 2436
757, 13789, 504, 141, 2454
757, 14737, 504, 140, 2472

761, 1619, 100, 148, 1879
761, 4091, 254, 150, 2133
761, 4591, 286, 151, 2165
761, 7883, 492, 152, 2313
761, 13829, 506, 142, 2467
761, 14107, 506, 142, 2473
761, 19001, 506, 137, 2555

769, 1433, 88, 149, 1864
769, 6599, 412, 153, 2288
769, 17729, 512, 140, 2562

773, 877, 54, 147, 1737
773, 2099, 130, 151, 1981
773, 8317, 514, 154, 2365
773, 9811, 514, 151, 2411
773, 13757, 514, 145, 2505

787, 4243, 264, 156, 2216

797, 1259, 78, 154, 1895

809, 1801, 112, 158, 2028
809, 6113, 382, 162, 2384
809, 14107, 538, 153, 2628

811, 8543, 532, 163, 2489
811, 10457, 540, 159, 2547
811, 11831, 540, 157, 2583
811, 14083, 540, 154, 2635

823, 4513, 282, 164, 2335
823, 8069, 504, 165, 2509
823, 11197, 548, 161, 2605

827, 7219, 450, 166, 2488
827, 9767, 550, 164, 2578
827, 13159, 550, 159, 2666
