461, 821, 797/5520, 104, 1114
461, 823, 799/5520, 104, 1114
461, 839, 163/1104, 104, 1118
461, 853, 829/5520, 104, 1120
461, 857, 833/5520, 104, 1122
461, 859, 167/1104, 104, 1122
461, 887, 863/5520, 104, 1128
461, 907, 883/5520, 104, 1130
461, 911, 887/5520, 104, 1132
461, 919, 179/1104, 104, 1134
461, 929, 181/1104, 104, 1134
461, 937, 913/5520, 105, 1136
461, 953, 929/5520, 104, 1140
461, 977, 953/5520, 104, 1144
461, 991, 967/5520, 105, 1146
461, 1021, 997/5520, 105, 1150
461, 1039, 203/1104, 105, 1154
461, 1049, 205/1104, 105, 1156
461, 1069, 209/1104, 105, 1158
461, 1109, 217/1104, 105, 1164
461, 1153, 1129/5520, 105, 1170
461, 1163, 1139/5520, 105, 1172
461, 1193, 1169/5520, 105, 1176
461, 1213, 1189/5520, 105, 1180
461, 1223, 1199/5520, 105, 1180
461, 1229, 241/1104, 105, 1182
461, 1231, 1207/5520, 105, 1182
461, 1277, 1253/5520, 105, 1188
461, 1301, 1277/5520, 105, 1190
461, 1373, 1349/5520, 106, 1200
461, 1381, 59/240, 105, 1200
461, 1423, 1399/5520, 106, 1206
461, 1427, 61/240, 106, 1206
461, 1429, 281/1104, 105, 1206
461, 1433, 1409/5520, 105, 1206
461, 1481, 1457/5520, 106, 1212
461, 1489, 293/1104, 106, 1214
461, 1499, 295/1104, 106, 1214
461, 1511, 1487/5520, 105, 1216
461, 1523, 1499/5520, 106, 1216
461, 1531, 1507/5520, 106, 1218
461, 1543, 1519/5520, 106, 1220
461, 1553, 1529/5520, 106, 1220
461, 1559, 307/1104, 106, 1220
461, 1567, 1543/5520, 106, 1222
461, 1583, 1559/5520, 106, 1224
461, 1597, 1573/5520, 106, 1224
461, 1609, 317/1104, 106, 1226
461, 1613, 1589/5520, 106, 1226
461, 1657, 71/240, 106, 1230
461, 1667, 1643/5520, 106, 1232
461, 1697, 1673/5520, 106, 1234
461, 1709, 337/1104, 106, 1236
461, 1721, 1697/5520, 106, 1238
461, 1789, 353/1104, 106, 1244
461, 1847, 1823/5520, 106, 1248
461, 1871, 1847/5520, 106, 1252
461, 1873, 1849/5520, 106, 1252
461, 1879, 371/1104, 106, 1252
461, 1907, 1883/5520, 106, 1254
461, 1913, 1889/5520, 106, 1254
461, 1979, 17/48, 106, 1260
461, 1993, 1969/5520, 106, 1262
461, 1999, 395/1104, 106, 1262
461, 2003, 1979/5520, 106, 1262
461, 2017, 1993/5520, 106, 1264
461, 2027, 2003/5520, 106, 1264
461, 2029, 401/1104, 106, 1264
461, 2063, 2039/5520, 106, 1268
461, 2083, 2059/5520, 106, 1268
461, 2099, 415/1104, 106, 1270
461, 2111, 2087/5520, 106, 1272
461, 2113, 2089/5520, 106, 1272
461, 2129, 421/1104, 106, 1272
461, 2131, 2107/5520, 106, 1272
461, 2137, 2113/5520, 106, 1274
461, 2153, 2129/5520, 106, 1274
461, 2207, 2183/5520, 106, 1278
461, 2239, 443/1104, 106, 1280
461, 2287, 2263/5520, 106, 1284
461, 2293, 2269/5520, 106, 1284
461, 2297, 2273/5520, 106, 1286
461, 2333, 2309/5520, 106, 1288
461, 2339, 463/1104, 106, 1288
461, 2347, 101/240, 106, 1288
461, 2351, 2327/5520, 106, 1288
461, 2357, 2333/5520, 106, 1290
461, 2371, 2347/5520, 106, 1290
461, 2383, 2359/5520, 106, 1292
461, 2411, 2387/5520, 106, 1294
461, 2417, 2393/5520, 106, 1294
461, 2423, 2399/5520, 106, 1294
461, 2441, 2417/5520, 106, 1296
461, 2459, 487/1104, 106, 1296
461, 2473, 2449/5520, 106, 1298
461, 2531, 109/240, 106, 1302
461, 2579, 511/1104, 106, 1304
461, 2593, 2569/5520, 107, 1306
461, 2617, 2593/5520, 107, 1306
461, 2633, 2609/5520, 106, 1308
461, 2647, 2623/5520, 106, 1308
461, 2683, 2659/5520, 106, 1310
461, 2687, 2663/5520, 106, 1312
461, 2711, 2687/5520, 106, 1312
461, 2719, 539/1104, 107, 1314
461, 2731, 2707/5520, 106, 1314
461, 2777, 2753/5520, 106, 1316
461, 2797, 2773/5520, 107, 1318
461, 2801, 2777/5520, 106, 1318
461, 2897, 2873/5520, 107, 1324
461, 2927, 2903/5520, 107, 1326
461, 2939, 583/1104, 107, 1326
461, 2953, 2929/5520, 107, 1326
461, 2963, 2939/5520, 107, 1328
461, 2999, 595/1104, 107, 1330
461, 3001, 2977/5520, 107, 1330
461, 3019, 599/1104, 107, 1330
461, 3023, 2999/5520, 107, 1330
461, 3037, 131/240, 107, 1332
461, 3049, 605/1104, 107, 1332
461, 3067, 3043/5520, 107, 1334
461, 3079, 611/1104, 107, 1334
461, 3109, 617/1104, 107, 1336
461, 3121, 3097/5520, 107, 1336
461, 3137, 3113/5520, 107, 1336
461, 3181, 3157/5520, 107, 1340
461, 3187, 3163/5520, 107, 1340
461, 3209, 637/1104, 107, 1340
461, 3217, 3193/5520, 107, 1340
461, 3229, 641/1104, 107, 1342
461, 3271, 3247/5520, 107, 1344
461, 3343, 3319/5520, 107, 1348
461, 3433, 3409/5520, 107, 1352
461, 3449, 685/1104, 107, 1352
461, 3457, 3433/5520, 107, 1352
461, 3467, 3443/5520, 107, 1354
461, 3469, 689/1104, 107, 1354
461, 3491, 3467/5520, 107, 1354
461, 3511, 3487/5520, 107, 1356
461, 3527, 3503/5520, 107, 1356
461, 3529, 701/1104, 107, 1356
461, 3533, 3509/5520, 107, 1356
461, 3539, 703/1104, 107, 1356
461, 3541, 3517/5520, 107, 1356
461, 3557, 3533/5520, 107, 1358
461, 3571, 3547/5520, 107, 1358
461, 3623, 3599/5520, 107, 1360
461, 3637, 3613/5520, 107, 1362
461, 3659, 727/1104, 107, 1362
461, 3673, 3649/5520, 107, 1362
461, 3677, 3653/5520, 107, 1364
461, 3691, 3667/5520, 107, 1364
461, 3719, 2/3, 107, 1364
461, 3739, 2/3, 107, 1366
461, 3767, 2/3, 107, 1368
461, 3821, 2/3, 106, 1370
461, 3823, 2/3, 106, 1370
461, 3847, 2/3, 106, 1370
461, 3907, 2/3, 106, 1374
461, 3919, 2/3, 106, 1374
461, 3923, 2/3, 106, 1374
461, 3929, 2/3, 106, 1374
461, 3943, 2/3, 106, 1374
461, 3989, 2/3, 106, 1376
461, 4001, 2/3, 106, 1378
461, 4013, 2/3, 106, 1378
461, 4021, 2/3, 106, 1378
461, 4027, 2/3, 106, 1378
461, 4051, 2/3, 105, 1380
461, 4099, 2/3, 105, 1382
461, 4139, 2/3, 105, 1382
461, 4157, 2/3, 105, 1384
461, 4159, 2/3, 105, 1384
461, 4177, 2/3, 105, 1384
461, 4201, 2/3, 105, 1386
461, 4231, 2/3, 105, 1386
461, 4261, 2/3, 105, 1388
461, 4271, 2/3, 105, 1388
461, 4289, 2/3, 105, 1388
461, 4297, 2/3, 105, 1388
461, 4327, 2/3, 104, 1390
461, 4339, 2/3, 104, 1390
461, 4349, 2/3, 104, 1390
461, 4357, 2/3, 104, 1392
461, 4363, 2/3, 104, 1392
461, 4391, 2/3, 104, 1392
461, 4423, 2/3, 104, 1394
461, 4451, 2/3, 104, 1394
461, 4463, 2/3, 104, 1396
461, 4483, 2/3, 104, 1396
461, 4493, 2/3, 104, 1396
461, 4547, 2/3, 104, 1398
461, 4583, 2/3, 104, 1400
461, 4603, 2/3, 104, 1400
461, 4621, 2/3, 104, 1402
461, 4637, 2/3, 103, 1402
461, 4639, 2/3, 103, 1402
461, 4657, 2/3, 103, 1402
461, 4673, 2/3, 103, 1402
461, 4679, 2/3, 103, 1404
461, 4729, 2/3, 103, 1404
461, 4733, 2/3, 103, 1404
461, 4759, 2/3, 103, 1406
461, 4783, 2/3, 103, 1406
461, 4787, 2/3, 103, 1406
461, 4793, 2/3, 103, 1408
461, 4831, 2/3, 103, 1408
461, 4861, 2/3, 103, 1410
461, 4871, 2/3, 103, 1410
461, 4877, 2/3, 103, 1410
461, 4903, 2/3, 103, 1410
461, 4919, 2/3, 103, 1412
461, 4931, 2/3, 103, 1412
461, 4943, 2/3, 103, 1412
461, 4973, 2/3, 102, 1414
461, 4993, 2/3, 102, 1414
461, 5021, 2/3, 102, 1414
461, 5059, 2/3, 102, 1416
461, 5081, 2/3, 102, 1416
461, 5099, 2/3, 102, 1418
461, 5113, 2/3, 102, 1418
461, 5153, 2/3, 102, 1420
461, 5189, 2/3, 102, 1420
461, 5231, 2/3, 102, 1422
461, 5261, 2/3, 102, 1422
461, 5279, 2/3, 102, 1424
461, 5281, 2/3, 102, 1424
461, 5297, 2/3, 102, 1424
461, 5347, 2/3, 101, 1426
461, 5399, 2/3, 101, 1426
461, 5413, 2/3, 101, 1428
461, 5431, 2/3, 101, 1428
461, 5449, 2/3, 101, 1428
461, 5477, 2/3, 101, 1430
461, 5501, 2/3, 101, 1430
461, 5503, 2/3, 101, 1430
461, 5521, 2/3, 101, 1430

509, 907, 883/6096, 116, 1248
509, 941, 917/6096, 117, 1256
509, 953, 929/6096, 117, 1258
509, 967, 943/6096, 117, 1260
509, 971, 947/6096, 117, 1262
509, 977, 953/6096, 117, 1262
509, 983, 959/6096, 117, 1264
509, 991, 967/6096, 117, 1264
509, 1021, 997/6096, 117, 1270
